AdId,ListId,Subject,Address,Ward,District,Region,PriceVND,PriceString,AreaM2,BedRooms,BathRooms,Floor,PropertyStatus,Type,LegalStatus,Interior,MainDirection,BalconyDirection,SellerType,PostDateText,ListTimeRaw,NgayDang,CrawlDate,Link
175655253,132022234,"Bán gấp căn 3PN - đầy đủ nội thất tại Sunrise City, đã có sổ",,Phường Tân Hưng,Quận 7,Tp Hồ Chí Minh,11000000000,11 tỷ,162.0,3,3.0,,,1,6.0,2.0,,,,50 phút trước,1780047981000,2026-05-29 16:46:21,2026-05-29 17:36:07,https://cdn.chotot.com/TEV2flO0sfFcBj-19jr23P1xgHexIuTyWEfypr5VWpI/preset:listing/plain/f5d9cc2a10b1469534b98c0247a62d52-2981345517509056002.webp
176345010,132615337,[GIÁ CHỐT 3.5TY] 69M 2PN- C/CƯ LUXGARDEN QUẬN 7,,Phường Phú Thuận,Quận 7,Tp Hồ Chí Minh,3500000000,"3,5 tỷ",69.0,2,2.0,,2.0,1,6.0,3.0,,,,53 phút trước,1780047783000,2026-05-29 16:43:03,2026-05-29 17:36:07,https://cdn.chotot.com/DLkkF59fL2nRUcgRU61blrP6KXOmYk8mh_XGCiLI-ME/preset:listing/plain/3c5d6eae007c932f23127acc66fbf571-2985986107021272434.webp
176380723,132646205,2 Tỷ 280 Triệu Cho Căn 1 Phòng Ngủ Giá Bán Nhanh Trong Tháng ,,Xã Phước Kiển,Huyện Nhà Bè,Tp Hồ Chí Minh,2280000000,"2,28 tỷ",53.0,1,,,2.0,1,2.0,1.0,2.0,,,54 phút trước,1780047718000,2026-05-29 16:41:58,2026-05-29 17:36:07,https://cdn.chotot.com/i6-6e8sa1EikDQYHEoJF6LisuvWG3X03cwXpj667tyc/preset:listing/plain/f0bc33841dae9f2851db752bc7f99914-2986243057478725943.webp
155662942,114786127,"Bán 2 phòng ngủ The Manor, lầu cao view tuyệt đẹp giá 7.6 tỷ/căn",,Phường 22,Quận Bình Thạnh,Tp Hồ Chí Minh,7600000000,"7,6 tỷ",73.0,2,1.0,,2.0,1,6.0,,,,,57 phút trước,1780047552000,2026-05-29 16:39:12,2026-05-29 17:36:07,https://cdn.chotot.com/XOpqvs38i2Yw2XIm9zN3pSOahcCfNunQ_OmiEyS7QR0/preset:listing/plain/6fd65b43678283833dfe0e869e8c945c-2968564920220817551.webp
175830457,132171908,Cập nhật giỏ hàng bán căn hộ Stown  2 phòng ngủ giá từ 3.6 tỷ,,Phường Tân Thới Nhất,Quận 12,Tp Hồ Chí Minh,3600000000,"3,6 tỷ",61.0,2,2.0,,,1,,,,,,57 phút trước,1780047546000,2026-05-29 16:39:06,2026-05-29 17:36:07,https://cdn.chotot.com/e7NAMLJHgTUJ1IS2mGoCeTKRqXv7gVDxnEwbLLAkGP8/preset:listing/plain/cf9d8fe28e517a5b1dd1a0ada9b07cda-2982759994964261725.webp
155626164,114754599,"Bán 2 phòng ngủ lầu cao view sông, nội thất cao cấp  giá 11.5 tỷ/căn",,Phường 22,Quận Bình Thạnh,Tp Hồ Chí Minh,11500000000,"11,5 tỷ",90.0,2,2.0,,2.0,1,6.0,1.0,,,,57 phút trước,1780047529000,2026-05-29 16:38:49,2026-05-29 17:36:07,https://cdn.chotot.com/qNeeoS5vgzOIij-DzDeBrbnhup1rbTla4JswNM6Za9s/preset:listing/plain/dfd8a8b5f2534502165ad24e131b447a-2962185938327102646.webp
166938208,124494806,"Bán căn hộ studio The Manor, view thoáng mát,  giá 3.9 tỷ/căn",,Phường 22,Quận Bình Thạnh,Tp Hồ Chí Minh,3900000000,"3,9 tỷ",36.0,1,1.0,,2.0,1,6.0,3.0,,,,59 phút trước,1780047450000,2026-05-29 16:37:30,2026-05-29 17:36:07,https://cdn.chotot.com/3wjJ1O10kI_WClKEcx3aGZsmowLi5FJOgwTe3jq6Gsw/preset:listing/plain/ca26ac25f1369d76bc2486cbe921b4ce-2976239095054522066.webp
176413009,132673357,BÁN NHÀ VŨ HUY TẤN - BÌNH THẠNH - 44m2 - NHỈ,,Phường 3,Quận Bình Thạnh,Tp Hồ Chí Minh,2600000000,"2,6 tỷ",44.0,1,1.0,,,1,6.0,,,,,1 giờ trước,1780047112000,2026-05-29 16:31:52,2026-05-29 17:36:07,https://cdn.chotot.com/hC61RNAxm5dmHm9vwREL2hxhlWAyrJww-cbWBl6BCmA/preset:listing/plain/c404092662bea54cea74b305ae75f626-2986423188686461838.webp
175575379,131953705,Bán CH Mizuki Panorama | 2PN 1WC | Có Ban Công | Sổ Hồng Sẵn,,Xã Bình Hưng,Huyện Bình Chánh,Tp Hồ Chí Minh,3900000000,"3,9 tỷ",60.0,2,1.0,,2.0,1,6.0,3.0,3.0,,,1 giờ trước,1780047036000,2026-05-29 16:30:36,2026-05-29 17:36:07,https://cdn.chotot.com/88C4snCk1Vvf_Nlbq9N46oN6I87JwNEcBqHtLga5Rc0/preset:listing/plain/fc0666b04ec73ac2d9d317e6e6d3bc74-2980877582435176101.webp
175720694,132078108,CHÍNH CHỦ BAn CĂN HỘ DIAMOND ALNATA PLUS GIÁ HỜI,,Phường Sơn Kỳ,Quận Tân Phú,Tp Hồ Chí Minh,3000000000,3 tỷ,70.0,2,,,,3,,,,,,1 giờ trước,1780046602000,2026-05-29 16:23:22,2026-05-29 17:36:07,https://cdn.chotot.com/i9dm5PYpRP6gwlw6C7Sycg7B_L2lHXwdIyV8edom2zs/preset:listing/plain/4823d87e39c70ff301eb530c0f13f20e-2981816771830202580.webp
176347996,132617854,"BÁN CĂN HỘ CÓ SÂN VƯỜN RIÊNG TRỒNG CÂY, TẠI QUẬN 7 CÓ SỔ HỒNG",,Phường Phú Thuận,Quận 7,Tp Hồ Chí Minh,4700000000,"4,7 tỷ",105.0,2,2.0,,2.0,1,6.0,3.0,,,,1 giờ trước,1780046582000,2026-05-29 16:23:02,2026-05-29 17:36:07,https://cdn.chotot.com/u3Oiwu4whwKUp_V3oU9YbcKdGxOiHDk8KbtBAOhDYP4/preset:listing/plain/5754c02035e45fe3bf5e0cc0d5b36671-2985997709163807932.webp
174680509,131192574,"Căn 56,15m2 view landmart 81- 2 phòng ngủ 2 wc chợ bình chánh",,Xã Bình Chánh,Huyện Bình Chánh,Tp Hồ Chí Minh,1230000000,"1,23 tỷ",54.0,2,2.0,,2.0,1,5.0,2.0,5.0,,,1 giờ trước,1780046476000,2026-05-29 16:21:16,2026-05-29 17:36:07,https://cdn.chotot.com/fMRGM_0hjrobp4e0aSedQ04KYDTgIjB2TMdZcODkD0k/preset:listing/plain/f2f3964f701499c267df1b24562175ec-2975396944052156197.webp
171516718,128848672,tecco 2 phòng ngủ dt65m2 giá bán 2.5 tỷ,,Phường Tân Thới Nhất,Quận 12,Tp Hồ Chí Minh,2500000000,"2,5 tỷ",65.0,2,2.0,,2.0,1,5.0,,,,,1 giờ trước,1780046345000,2026-05-29 16:19:05,2026-05-29 17:36:07,https://cdn.chotot.com/xqrFxLM6uN8YBsoGHPbA6cw5iUtIo29gvat2HSG6aNg/preset:listing/plain/0c640317316936ff92699f78c59f4252-2953948495451061276.webp
175665881,132031062,"KẸT TIỀN NGÂN HÀNG! BÁN GẤP GẤP CĂN HỘ 1PN - 2PN - 3PN GIÁ TỪ 10,5 TỶ",,Phường 12,Quận 10,Tp Hồ Chí Minh,10500000000,"10,5 tỷ",86.0,2,2.0,,,1,,,,,,1 giờ trước,1780046284736,2026-05-29 16:18:04,2026-05-29 17:36:07,https://cdn.chotot.com/ihWudkHjFWTkrgG1SWw3yisIvOComHoVkvqzg34TRYA/preset:listing/plain/f1711eb13a2ab24a0956481524b32d9a-2981449398896333252.webp
174646915,131163545,"Căn hộ Hưng Ngân, ngay khu phần mềm Quang Trung, dt 63.5m2 - 2PN",,Phường Tân Chánh Hiệp,Quận 12,Tp Hồ Chí Minh,2650000000,"2,65 tỷ",63.5,2,2.0,,,1,6.0,,,,,1 giờ trước,1780046215000,2026-05-29 16:16:55,2026-05-29 17:36:07,https://cdn.chotot.com/JdR_PqIU0uUxUdM6Oa5zVhxsZ9mmg0b2nEzamW_1JM0/preset:listing/plain/6c033729ef77516be829338eacd9db49-2981886368315253790.webp
170103952,127233661,🏡 Căn hộ Phúc Yên 2: DT 90m² 2Phòng ngủ. Tầng cao -View thoáng & đẹp.,,Phường 15,Quận Tân Bình,Tp Hồ Chí Minh,4200000000,"4,2 tỷ",90.0,2,2.0,,2.0,1,2.0,2.0,5.0,,,1 giờ trước,1780046178000,2026-05-29 16:16:18,2026-05-29 17:36:07,https://cdn.chotot.com/TD1UdVwQ_6F-k0xenQDv98z7YdvrIMuf7CYa4PG0zi4/preset:listing/plain/01798d2695fff0cce5ba871d8e285562-2986413561818047154.webp
176392237,132655944,‼️🔥GIỎ HÀNG BÁN ĐỘC QUYỀN THE PEGASUITE QUẬN 8,,Phường 6,Quận 8,Tp Hồ Chí Minh,3950000000,"3,95 tỷ",60.0,2,1.0,,2.0,1,6.0,3.0,,,,1 giờ trước,1780046103021,2026-05-29 16:15:03,2026-05-29 17:36:07,https://cdn.chotot.com/bFpi8gBpXVF_ik7M_6HNCVHqN3ZqdHxBYYOtW2S1vaM/preset:listing/plain/2e8f815d8cca1bbab90617c75f19ef31-2986283947653265303.webp
176364183,132631870,Giỏ hàng giá tốt (1PN 9tỷ5) - (2PN 12 tỷ) - (3PN 20 tỷ) - (4PN 39 tỷ),,Phường Bến Nghé,Quận 1,Tp Hồ Chí Minh,12000000000,12 tỷ,80.0,2,2.0,,2.0,1,,2.0,3.0,,,1 giờ trước,1780046042000,2026-05-29 16:14:02,2026-05-29 17:36:07,https://cdn.chotot.com/p4TrOuVo1YZQN1yNuyPiwhsNdtb84kTpmLJq5UE4IiU/preset:listing/plain/69d07be31132bef4b5d6ba00ef4d84bd-2986120919300809555.webp
176030473,132343707," CC D2 PhúLợi P7Q8 Căn góc 2PN 3 bancông 80m SHR NH hỗ trợ 1,5tỷ MG 2%",,Phường 7,Quận 8,Tp Hồ Chí Minh,2190000000,"2,19 tỷ",80.0,2,1.0,,,1,6.0,,6.0,,,1 giờ trước,1780045896000,2026-05-29 16:11:36,2026-05-29 17:36:07,https://cdn.chotot.com/MQQ2p68tHib1IyHiK7TQiEmAJEjk1BBTn5wvxzqEuBY/preset:listing/plain/86931e68e4a17187fb5f17e2a285c4ce-2983956318159126163.webp
175068418,131520835,Mizuki Park | Bán Căn Hộ 72m2 2PN 2WC Full Nội Thất,,Xã Bình Hưng,Huyện Bình Chánh,Tp Hồ Chí Minh,4200000000,"4,2 tỷ",72.0,2,2.0,,2.0,1,6.0,2.0,1.0,,,1 giờ trước,1780045835000,2026-05-29 16:10:35,2026-05-29 17:36:07,https://cdn.chotot.com/IUm83MFwyo-dtkGZsidBUyXNsV6x9aQ70fYllFh3_n8/preset:listing/plain/ca439a97178b731c4d814c6334b8212e-2977725598041759430.webp
176412402,132672854,Bán căn hộ cao cấp 3 p ngủ full nội thất sổ hồng sát q. Tân bình,,4881,Quận Tân Phú,Tp Hồ Chí Minh,4200000000,"4,2 tỷ",80.0,3,2.0,,2.0,1,6.0,1.0,,,,1 giờ trước,1780045791000,2026-05-29 16:09:51,2026-05-29 17:36:07,https://cdn.chotot.com/iC7uIudpgAxEcDuhAM4QG2zCpJxssSqYAFk4MhrGPw4/preset:listing/plain/98976c00d34b25c944fb577dc40ffd37-2986420114760347987.webp
175543037,131926052,Bán Jamona City - 73m2 2PN*2WC - sổ hồng- giá 3.580ty,,Phường Phú Thuận,Quận 7,Tp Hồ Chí Minh,3700000000,"3,7 tỷ",73.0,2,2.0,,2.0,1,6.0,3.0,,,,2 giờ trước,1780045381000,2026-05-29 16:03:01,2026-05-29 17:36:07,https://cdn.chotot.com/XmJ4LfrDyinYyPhRNQnOqZ7G148fDOsw5J7rZdFPwG0/preset:listing/plain/d636e8e482657d1669f73d3841b688f3-2980647544774235650.webp
174848170,131332909,"Bán Nhanh Căn Hộ Prosper DT 65 M2 | 2,950 Tỷ",,Phường Tân Thới Nhất,Quận 12,Tp Hồ Chí Minh,2950000000,"2,95 tỷ",65.0,2,2.0,,2.0,1,5.0,3.0,5.0,,,2 giờ trước,1780045165000,2026-05-29 15:59:25,2026-05-29 17:36:07,https://cdn.chotot.com/pq_GbmKA-a3nSytzYm8D3wKo-ix-rewf1JpXPXMTzJY/preset:listing/plain/e05a55c0914fa9744de6708c6a6772af-2976393394804807378.webp
176412026,132672574,"Bán căn hộ chung cư Sài Gòn Co.op ngay p15 ,GV .DT 58 m2 Gồm 2 phòng n",,Phường 15,Quận Gò Vấp,Tp Hồ Chí Minh,3270000000,"3,27 tỷ",58.0,2,1.0,,2.0,1,6.0,2.0,5.0,,,2 giờ trước,1780045126000,2026-05-29 15:58:46,2026-05-29 17:36:07,https://cdn.chotot.com/U3DRGwCh2X8VTm-6vEml3o4kSe1hGIVsXXDiEWJr0V0/preset:listing/plain/98326114163f4959c22ffb23026411a7-2986419603757523634.webp
176331472,132603673,"căn hộ cách Đường Đỗ Xuân Hợp Q2  2km, sổ riêng, 2pn1wc giá  2 tỷ 390",,Phường Tăng Nhơn Phú B (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,2390000000,"2,39 tỷ",54.0,2,1.0,,2.0,1,6.0,3.0,,,,2 giờ trước,1780045020000,2026-05-29 15:57:00,2026-05-29 17:36:07,https://cdn.chotot.com/p4z2yONzJiBSHs1WPBp0hhAfOo8QVcpoq8C69R75oIQ/preset:listing/plain/d09a5a36fc49fbb24955b0d138cec8a0-2985934271378080956.webp
174762388,131262496,Cập nhật hàng T3 giá tốt[1PN-6Tỷ5][2PN-8Tỷ5][3PN - 12tỷ5][4PN - 20Tỷ],,Phường 22,Quận Bình Thạnh,Tp Hồ Chí Minh,12500000000,"12,5 tỷ",120.0,3,2.0,,2.0,1,6.0,1.0,3.0,,,2 giờ trước,1780044843000,2026-05-29 15:54:03,2026-05-29 17:36:07,https://cdn.chotot.com/OMtvvx5pehuvjmWdL7ysjWFxPgJuGZV9e2LS9f6GTCo/preset:listing/plain/72f9c8d002a1d3840af6b623993c2879-2975900544458856133.webp
173460613,130135899,Bán căn hộ 2 pn Flora Anh Đào q9 đối diện Global City - Sổ hồng-,,Phường Phước Long B (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,3550000000,"3,55 tỷ",64.0,2,2.0,,1.0,1,6.0,,,,,2 giờ trước,1780044843000,2026-05-29 15:54:03,2026-05-29 17:36:07,https://cdn.chotot.com/tkI1-1MGv_uqHPRcYu3hJPXBZ6B7CFNIBp-HYShfbHQ/preset:listing/plain/864d76da78bb22a50de18901d4e03c9b-2965819295378937687.webp
175877232,132211823,"Chung Cư Sơn Kỳ 1 DT:78,2PN 2WC Sổ Lâu dài: 3ty950 TL Ngay Aeon TP",,Phường Tây Thạnh,Quận Tân Phú,Tp Hồ Chí Minh,3950000000,"3,95 tỷ",78.0,2,2.0,,,1,6.0,,,,,2 giờ trước,1780044752000,2026-05-29 15:52:32,2026-05-29 17:36:07,https://cdn.chotot.com/qiuF1udoUblTLQj-CUv3B2AmEpyHDboKXhwYbS50d7A/preset:listing/plain/bc8b0f33d186fe189ff89bbaa583b2bf-2983046126319913601.webp
175885271,132218698,"CC D2 Phú Lợi P7 Q8 2PN 3 BAN CÔNG 70m2 SHR Bank hỗ trợ 1,4 tỷ HHMG 2%",,Phường 7,Quận 8,Tp Hồ Chí Minh,2180000000,"2,18 tỷ",70.0,2,1.0,,,1,6.0,,6.0,,,2 giờ trước,1780044696000,2026-05-29 15:51:36,2026-05-29 17:36:07,https://cdn.chotot.com/MpHSNDvDmsHTJwlHDMvaD9UATx-m_IDN1_bmYdqq1LI/preset:listing/plain/759636c80e4c898a79c6727b14624263-2983955477420780054.webp
172676252,129456786,"Bán nhanh căn 1PN 55m2, view đẹp giá 4 tỷ Lavida Plus Full Nôi Thất.",,Phường Tân Phong,Quận 7,Tp Hồ Chí Minh,4000000000,4 tỷ,55.0,1,1.0,,2.0,1,2.0,2.0,8.0,,,2 giờ trước,1780044625000,2026-05-29 15:50:25,2026-05-29 17:36:07,https://cdn.chotot.com/J1FtMroDXJucwJUzNbTk8l3vpPRl3XDT72abUYt8I0U/preset:listing/plain/e81c403d7a5ab4e5ecdb5bd3f7fcaef0-2960751582054564927.webp
176396265,132659279,"Chính chủ cần bán chung cư Đ115 Phú Mỹ, quận 7",,Phường Phú Mỹ,Quận 7,Tp Hồ Chí Minh,6000000000,6 tỷ,120.0,3,3.0,,2.0,1,6.0,1.0,,,,2 giờ trước,1780044484483,2026-05-29 15:48:04,2026-05-29 17:36:07,https://cdn.chotot.com/oyzKMxsnhtt1HFD-ouzhWJtI6sfaomcyWN8ywNZpYqY/preset:listing/plain/03b2c6e6200bd94b79b860265f7a79c0-2986307397889590458.webp
176344647,132615048,[GIÁ 3.4TY- SỔ HỒNG] TẦNG CAO CÓ SÂN VƯỜN CHUNG- 62M 2PN*2WC.,,Phường Phú Thuận,Quận 7,Tp Hồ Chí Minh,3400000000,"3,4 tỷ",62.0,2,2.0,,2.0,1,6.0,2.0,,,,2 giờ trước,1780044181000,2026-05-29 15:43:01,2026-05-29 17:36:07,https://cdn.chotot.com/IFaprjiUfaXfNu6Dfb20FkUMPrGo7YYZGzHtf4iCoqc/preset:listing/plain/4736a39b47063227e797b3cbfb8a84b6-2985984588823164107.webp
152038943,111669750,Bán căn 65m2 prosper  2 PN giá 3 tỷ,,Phường Tân Thới Nhất,Quận 12,Tp Hồ Chí Minh,3000000000,3 tỷ,65.0,2,2.0,,2.0,1,6.0,,,,,2 giờ trước,1780044140000,2026-05-29 15:42:20,2026-05-29 17:36:07,https://cdn.chotot.com/olmaapSF9ncDL684EizCZ4SrIdZxTEPUBuyyDmjFi2g/preset:listing/plain/6b658a49b72395aaa0fe920c324d7b6c-2852021053566407649.webp
175620643,131992636,Chung cư Belleza Q7 sát PHM sổ hồng riêng giá cực tốt,,Phường Phú Mỹ,Quận 7,Tp Hồ Chí Minh,3300000000,"3,3 tỷ",60.0,2,1.0,,2.0,1,6.0,2.0,,,,2 giờ trước,1780044120000,2026-05-29 15:42:00,2026-05-29 17:36:07,https://cdn.chotot.com/W7dd9D4Xnlukeym3TuYV5RV1Wtj66A3uRrCcX0hzyv0/preset:listing/plain/aede34766ed577886bdaee62fd465ec7-2981160121924035579.webp
175178136,131612040,"Bán căn hộ 3PN Sunrise Riverside, liền kề Phú Mỹ Hưng, giá gốc CĐT",,Xã Phước Kiển,Huyện Nhà Bè,Tp Hồ Chí Minh,7560000000,"7,56 tỷ",90.5998,3,2.0,,1.0,1,2.0,3.0,,,,2 giờ trước,1780044065000,2026-05-29 15:41:05,2026-05-29 17:36:07,https://cdn.chotot.com/BJWm1CSB7f0VOhjEpD3Pm7_l39TQCh5bQXL-jGSQuX8/preset:listing/plain/2eaed446de93cb34de1c508fb067623f-2978344425645496968.webp
174532720,131066058,Bán nhà Huỳnh Thúc Kháng.Phường Sài Gòn,,Phường Bến Nghé,Quận 1,Tp Hồ Chí Minh,18500000000,"18,5 tỷ",73.5,2,2.0,,2.0,1,6.0,,,,,2 giờ trước,1780044004303,2026-05-29 15:40:04,2026-05-29 17:36:07,https://cdn.chotot.com/q6yzrSlQsQYErBFUmGn6DAbXgkekym3ptGIlXxCbxN0/preset:listing/plain/48ef87e787bebbdacd4c6e4b6ff8bdbd-2974507910487055353.webp
176017315,132332415,chính chủ bán căn hộ 49m2 có sổ green towwn 2.2 tỷ,,Phường Bình Hưng Hoà B,Quận Bình Tân,Tp Hồ Chí Minh,2200000000,"2,2 tỷ",48.4,1,1.0,,2.0,1,6.0,3.0,2.0,,,2 giờ trước,1780043888000,2026-05-29 15:38:08,2026-05-29 17:36:07,https://cdn.chotot.com/uzTMwiIVcT_KQvkclTHmT4QIhVZ_wN86-q2jsIg1jP8/preset:listing/plain/af2068405a7747f922ed5de8578dd053-2986416418158817619.webp
